Date,Open,High,Low,Close,Volume,spread,real_volume
2018-07-03 00:00:00,1.16413,1.1672500000000001,1.16202,1.16589,53715,50,0
2018-07-04 00:00:00,1.16586,1.1681,1.16304,1.16599,42922,50,0
2018-07-05 00:00:00,1.16601,1.17196,1.16493,1.16917,57047,50,0
2018-07-06 00:00:00,1.16916,1.17672,1.1679599999999999,1.17438,49513,50,0
2018-07-08 00:00:00,1.17387,1.17534,1.17387,1.17516,2777,50,0
2018-07-09 00:00:00,1.17514,1.17903,1.17324,1.17558,49310,50,0
2018-07-10 00:00:00,1.17557,1.1762,1.16902,1.1728,51654,50,0
2018-07-11 00:00:00,1.17279,1.17578,1.16653,1.16747,61092,50,0
2018-07-12 00:00:00,1.16748,1.16952,1.16495,1.16635,52433,50,0
2018-07-13 00:00:00,1.16636,1.16863,1.16128,1.16839,47663,50,0
2018-07-15 00:00:00,1.16885,1.16907,1.16763,1.1678,2434,50,0
2018-07-16 00:00:00,1.16781,1.1724999999999999,1.16753,1.1709,46434,50,0
2018-07-17 00:00:00,1.17088,1.17443,1.16471,1.16527,53421,50,0
2018-07-18 00:00:00,1.16531,1.16642,1.16018,1.16446,51801,50,0
2018-07-19 00:00:00,1.16446,1.16782,1.15743,1.16534,61627,50,0
2018-07-20 00:00:00,1.16533,1.17383,1.16257,1.1718600000000001,60345,50,0
2018-07-22 00:00:00,1.17246,1.17445,1.17224,1.17403,3517,50,0
2018-07-23 00:00:00,1.17401,1.17495,1.16833,1.16933,51178,50,0
2018-07-24 00:00:00,1.16931,1.17166,1.16543,1.16842,52953,50,0
2018-07-25 00:00:00,1.16845,1.17381,1.16641,1.17375,55721,50,0
2018-07-26 00:00:00,1.17376,1.17431,1.16363,1.16433,53949,50,0
2018-07-27 00:00:00,1.16434,1.16639,1.1620300000000001,1.16545,45950,50,0
2018-07-29 00:00:00,1.16547,1.16599,1.16529,1.1659,2539,50,0
2018-07-30 00:00:00,1.16589,1.17183,1.16476,1.17069,41153,50,0
2018-07-31 00:00:00,1.1707,1.17454,1.16821,1.16887,51348,50,0
2018-08-01 00:00:00,1.16886,1.16991,1.1656900000000001,1.16628,48049,50,0
2018-08-02 00:00:00,1.16629,1.16672,1.1580300000000001,1.1584699999999999,50163,50,0
2018-08-03 00:00:00,1.15846,1.16101,1.156,1.15665,47515,50,0
2018-08-05 00:00:00,1.15687,1.15697,1.15591,1.15611,2983,50,0
2018-08-06 00:00:00,1.1561,1.15699,1.15298,1.15577,43875,50,0
2018-08-07 00:00:00,1.15576,1.16079,1.15512,1.16027,43246,50,0
2018-08-08 00:00:00,1.16027,1.1627399999999999,1.15729,1.16088,43440,50,0
2018-08-09 00:00:00,1.16089,1.16188,1.15156,1.15238,49345,50,0
2018-08-10 00:00:00,1.15237,1.15361,1.13878,1.14094,66724,50,0
2018-08-12 00:00:00,1.13958,1.14076,1.13703,1.13943,3422,50,0
2018-08-13 00:00:00,1.13943,1.14324,1.13646,1.14002,64980,50,0
2018-08-14 00:00:00,1.14001,1.14291,1.13299,1.13464,57930,50,0
2018-08-15 00:00:00,1.13463,1.13544,1.13007,1.13415,58516,50,0
2018-08-16 00:00:00,1.13413,1.14087,1.1335600000000001,1.13715,60196,50,0
2018-08-17 00:00:00,1.13715,1.14444,1.1366,1.14375,50069,50,0
2018-08-19 00:00:00,1.14396,1.14396,1.14344,1.14375,2863,50,0
2018-08-20 00:00:00,1.14374,1.14918,1.13941,1.1491500000000001,49120,50,0
2018-08-21 00:00:00,1.14914,1.16006,1.1485,1.15755,60150,50,0
2018-08-22 00:00:00,1.15756,1.16225,1.15531,1.15856,54426,50,0
2018-08-23 00:00:00,1.15854,1.15903,1.15297,1.15416,54892,50,0
2018-08-24 00:00:00,1.15415,1.16393,1.15379,1.16205,51418,50,0
2018-08-26 00:00:00,1.16171,1.16471,1.16166,1.16448,3280,50,0
2018-08-27 00:00:00,1.1644700000000001,1.1693,1.1594,1.16837,49031,50,0
2018-08-28 00:00:00,1.16838,1.1733,1.16623,1.16931,54260,50,0
2018-08-29 00:00:00,1.16931,1.17096,1.16517,1.17092,55953,50,0
2018-08-30 00:00:00,1.1709100000000001,1.17178,1.16414,1.16652,57445,50,0
2018-08-31 00:00:00,1.16651,1.16896,1.15843,1.16007,57835,50,0
2018-09-02 00:00:00,1.15974,1.16015,1.1592,1.15981,3136,50,0
2018-09-03 00:00:00,1.15978,1.1627,1.15885,1.16137,40415,50,0
2018-09-04 00:00:00,1.16136,1.16138,1.15299,1.15868,54837,50,0
2018-09-05 00:00:00,1.15867,1.16391,1.15408,1.16343,58000,50,0
2018-09-06 00:00:00,1.16342,1.16582,1.16051,1.16194,56718,50,0
2018-09-07 00:00:00,1.16196,1.1649,1.15503,1.15531,55717,50,0
